input,output
A.	“계열회사”란 [BLANK]에 관한 법률에 규정된 의미를 가집니다.,독점규제와 공정거래
"4.	모든 비밀정보는 언제나 대상회사 또는 매각주체의 소유이고, 당사와 그 대리인들은 [BLANK]할 권리를 갖는 외에는 비밀정보에 대해 아무런 권리나 권한을 보유하고 있지 않습니다. 당사 및/또는 당사의 대리인들은 언제 어떠한 사유로든 매각주체의 요청이 있는 때에는 요청일로부터 3일 이내에 모든 비밀정보 및 해당 비밀정보가 포함된 모든 복사본, 인쇄본 등 일체를 반납하거나 폐기하여야 하며, 비밀정보를 폐기한 이후 즉시 그러한 사실을 합리적으로 증명할 수 있는 자료 를 매각주체에게 제출하는 것에 동의합니다. 위 내용에도 불구하고, 당사 및/또는 당사의 대리인들은 법령에 의해 요구되는 한도 내에서 비밀정보를 보유할 수 있습니다. 본 확약서의 종료 또는 해지에도 불구하고 본 조에 따라 보유되는 비밀정보에 대해서는 본 확약서에 따른 비밀유지 의무가 계속해서 적용됩니다.",허용된 목적을 위해 비밀정보를 사용
"4.	모든 비밀정보는 언제나 대상회사 또는 매각주체의 소유이고, 당사와 그 대리인들은 허용된 목적을 위해 비밀정보를 사용할 권리를 갖는 외에는 비밀정보에 대해 아무런 권리나 권한을 보유하고 있지 않습니다. 당사 및/또는 당사의 대리인들은 언제 어떠한 사유로든 매각주체의 요청이 있는 때에는 요청일로부터 3일 이내에 [BLANK]를 반납하거나 폐기하여야 하며, 비밀정보를 폐기한 이후 즉시 그러한 사실을 합리적으로 증명할 수 있는 자료 를 매각주체에게 제출하는 것에 동의합니다. 위 내용에도 불구하고, 당사 및/또는 당사의 대리인들은 법령에 의해 요구되는 한도 내에서 비밀정보를 보유할 수 있습니다. 본 확약서의 종료 또는 해지에도 불구하고 본 조에 따라 보유되는 비밀정보에 대해서는 본 확약서에 따른 비밀유지 의무가 계속해서 적용됩니다.","모든 비밀정보 및 해당 비밀정보가 포함된 모든 복사본, 인쇄본 등 일체"
"4.	모든 비밀정보는 언제나 대상회사 또는 매각주체의 소유이고, 당사와 그 대리인들은 허용된 목적을 위해 비밀정보를 사용할 권리를 갖는 외에는 비밀정보에 대해 아무런 권리나 권한을 보유하고 있지 않습니다. 당사 및/또는 당사의 대리인들은 언제 어떠한 사유로든 매각주체의 요청이 있는 때에는 요청일로부터 3일 이내에 모든 비밀정보 및 해당 비밀정보가 포함된 모든 복사본, 인쇄본 등 일체를 반납하거나 [BLANK]하여야 하며, 비밀정보를 폐기한 이후 즉시 그러한 사실을 합리적으로 증명할 수 있는 자료 를 매각주체에게 제출하는 것에 동의합니다. 위 내용에도 불구하고, 당사 및/또는 당사의 대리인들은 법령에 의해 요구되는 한도 내에서 비밀정보를 보유할 수 있습니다. 본 확약서의 종료 또는 해지에도 불구하고 본 조에 따라 보유되는 비밀정보에 대해서는 본 확약서에 따른 비밀유지 의무가 계속해서 적용됩니다.",폐기
"4.	모든 비밀정보는 언제나 대상회사 또는 매각주체의 소유이고, 당사와 그 대리인들은 허용된 목적을 위해 비밀정보를 사용할 권리를 갖는 외에는 비밀정보에 대해 아무런 권리나 권한을 보유하고 있지 않습니다. 당사 및/또는 당사의 대리인들은 언제 어떠한 사유로든 매각주체의 요청이 있는 때에는 요청일로부터 3일 이내에 모든 비밀정보 및 해당 비밀정보가 포함된 모든 복사본, 인쇄본 등 일체를 반납하거나 폐기하여야 하며, 비밀정보를 [BLANK]한 이후 즉시 그러한 사실을 합리적으로 증명할 수 있는 자료 를 매각주체에게 제출하는 것에 동의합니다. 위 내용에도 불구하고, 당사 및/또는 당사의 대리인들은 법령에 의해 요구되는 한도 내에서 비밀정보를 보유할 수 있습니다. 본 확약서의 종료 또는 해지에도 불구하고 본 조에 따라 보유되는 비밀정보에 대해서는 본 확약서에 따른 비밀유지 의무가 계속해서 적용됩니다.",폐기
"4.	모든 비밀정보는 언제나 대상회사 또는 매각주체의 소유이고, 당사와 그 대리인들은 허용된 목적을 위해 비밀정보를 사용할 권리를 갖는 외에는 비밀정보에 대해 아무런 권리나 권한을 보유하고 있지 않습니다. 당사 및/또는 당사의 대리인들은 언제 어떠한 사유로든 매각주체의 요청이 있는 때에는 요청일로부터 3일 이내에 모든 비밀정보 및 해당 비밀정보가 포함된 모든 복사본, 인쇄본 등 일체를 반납하거나 폐기하여야 하며, 비밀정보를 폐기한 이후 즉시 [BLANK] 를 매각주체에게 제출하는 것에 동의합니다. 위 내용에도 불구하고, 당사 및/또는 당사의 대리인들은 법령에 의해 요구되는 한도 내에서 비밀정보를 보유할 수 있습니다. 본 확약서의 종료 또는 해지에도 불구하고 본 조에 따라 보유되는 비밀정보에 대해서는 본 확약서에 따른 비밀유지 의무가 계속해서 적용됩니다.",그러한 사실을 합리적으로 증명할 수 있는 자료
"4.	모든 비밀정보는 언제나 대상회사 또는 매각주체의 소유이고, 당사와 그 대리인들은 허용된 목적을 위해 비밀정보를 사용할 권리를 갖는 외에는 비밀정보에 대해 아무런 권리나 권한을 보유하고 있지 않습니다. 당사 및/또는 당사의 대리인들은 언제 어떠한 사유로든 매각주체의 요청이 있는 때에는 요청일로부터 3일 이내에 모든 비밀정보 및 해당 비밀정보가 포함된 모든 복사본, 인쇄본 등 일체를 반납하거나 폐기하여야 하며, 비밀정보를 폐기한 이후 즉시 그러한 사실을 합리적으로 증명할 수 있는 자료 를 [BLANK]하는 것에 동의합니다. 위 내용에도 불구하고, 당사 및/또는 당사의 대리인들은 법령에 의해 요구되는 한도 내에서 비밀정보를 보유할 수 있습니다. 본 확약서의 종료 또는 해지에도 불구하고 본 조에 따라 보유되는 비밀정보에 대해서는 본 확약서에 따른 비밀유지 의무가 계속해서 적용됩니다.",매각주체에게 제출
"4.	모든 비밀정보는 언제나 대상회사 또는 매각주체의 소유이고, 당사와 그 대리인들은 허용된 목적을 위해 비밀정보를 사용할 권리를 갖는 외에는 비밀정보에 대해 아무런 권리나 권한을 보유하고 있지 않습니다. 당사 및/또는 당사의 대리인들은 언제 어떠한 사유로든 매각주체의 요청이 있는 때에는 요청일로부터 3일 이내에 모든 비밀정보 및 해당 비밀정보가 포함된 모든 복사본, 인쇄본 등 일체를 반납하거나 폐기하여야 하며, 비밀정보를 폐기한 이후 즉시 그러한 사실을 합리적으로 증명할 수 있는 자료 를 매각주체에게 제출하는 것에 동의합니다. 위 내용에도 불구하고, 당사 및/또는 당사의 대리인들은 [BLANK]할 수 있습니다. 본 확약서의 종료 또는 해지에도 불구하고 본 조에 따라 보유되는 비밀정보에 대해서는 본 확약서에 따른 비밀유지 의무가 계속해서 적용됩니다.",법령에 의해 요구되는 한도 내에서 비밀정보를 보유
"4.	모든 비밀정보는 언제나 대상회사 또는 매각주체의 소유이고, 당사와 그 대리인들은 허용된 목적을 위해 비밀정보를 사용할 권리를 갖는 외에는 비밀정보에 대해 아무런 권리나 권한을 보유하고 있지 않습니다. 당사 및/또는 당사의 대리인들은 언제 어떠한 사유로든 매각주체의 요청이 있는 때에는 요청일로부터 3일 이내에 모든 비밀정보 및 해당 비밀정보가 포함된 모든 복사본, 인쇄본 등 일체를 반납하거나 폐기하여야 하며, 비밀정보를 폐기한 이후 즉시 그러한 사실을 합리적으로 증명할 수 있는 자료 를 매각주체에게 제출하는 것에 동의합니다. 위 내용에도 불구하고, 당사 및/또는 당사의 대리인들은 법령에 의해 요구되는 한도 내에서 비밀정보를 보유할 수 있습니다. [BLANK]에도 불구하고 본 조에 따라 보유되는 비밀정보에 대해서는 본 확약서에 따른 비밀유지 의무가 계속해서 적용됩니다.",본 확약서의 종료 또는 해지
"4.	모든 비밀정보는 언제나 대상회사 또는 매각주체의 소유이고, 당사와 그 대리인들은 허용된 목적을 위해 비밀정보를 사용할 권리를 갖는 외에는 비밀정보에 대해 아무런 권리나 권한을 보유하고 있지 않습니다. 당사 및/또는 당사의 대리인들은 언제 어떠한 사유로든 매각주체의 요청이 있는 때에는 요청일로부터 3일 이내에 모든 비밀정보 및 해당 비밀정보가 포함된 모든 복사본, 인쇄본 등 일체를 반납하거나 폐기하여야 하며, 비밀정보를 폐기한 이후 즉시 그러한 사실을 합리적으로 증명할 수 있는 자료 를 매각주체에게 제출하는 것에 동의합니다. 위 내용에도 불구하고, 당사 및/또는 당사의 대리인들은 법령에 의해 요구되는 한도 내에서 비밀정보를 보유할 수 있습니다. 본 확약서의 종료 또는 해지에도 불구하고 본 조에 따라 보유되는 비밀정보에 대해서는 [BLANK]가 계속해서 적용됩니다.",본 확약서에 따른 비밀유지 의무
"5.	[BLANK]은 비밀정보의 정확성, 진정성이나 완결성에 대해서 명시적 또는 묵시적으로 어떠한 진술 또는 보장도 하지 않습니다. 당사 또는 당사의 대리인들이 비밀정보를 사용함으로 인하여 발생한 결과에 대하여 대상회사, 매각주체, 그들의 대리인들은 어떠한 책임도 지지 않습니다. 당사가 본건 거래에 참여하게 된다면, 이와 같은 참여는 당사 스스로의 조사, 분석 및 평가에 의한 결정에 기한 것입니다.","대상회사, 매각주체, 또는 그들의 대리인들"
"5.	대상회사, 매각주체, 또는 그들의 대리인들은 비밀정보의 정확성, 진정성이나 완결성에 대해서 [BLANK]도 하지 않습니다. 당사 또는 당사의 대리인들이 비밀정보를 사용함으로 인하여 발생한 결과에 대하여 대상회사, 매각주체, 그들의 대리인들은 어떠한 책임도 지지 않습니다. 당사가 본건 거래에 참여하게 된다면, 이와 같은 참여는 당사 스스로의 조사, 분석 및 평가에 의한 결정에 기한 것입니다.",명시적 또는 묵시적으로 어떠한 진술 또는 보장
"5.	대상회사, 매각주체, 또는 그들의 대리인들은 비밀정보의 정확성, 진정성이나 완결성에 대해서 명시적 또는 묵시적으로 어떠한 진술 또는 보장도 하지 않습니다. [BLANK]으로 인하여 발생한 결과에 대하여 대상회사, 매각주체, 그들의 대리인들은 어떠한 책임도 지지 않습니다. 당사가 본건 거래에 참여하게 된다면, 이와 같은 참여는 당사 스스로의 조사, 분석 및 평가에 의한 결정에 기한 것입니다.",당사 또는 당사의 대리인들이 비밀정보를 사용함
"5.	대상회사, 매각주체, 또는 그들의 대리인들은 비밀정보의 정확성, 진정성이나 완결성에 대해서 명시적 또는 묵시적으로 어떠한 진술 또는 보장도 하지 않습니다. 당사 또는 당사의 대리인들이 비밀정보를 사용함으로 인하여 발생한 결과에 대하여 [BLANK]은 어떠한 책임도 지지 않습니다. 당사가 본건 거래에 참여하게 된다면, 이와 같은 참여는 당사 스스로의 조사, 분석 및 평가에 의한 결정에 기한 것입니다.","대상회사, 매각주체, 그들의 대리인들"
"6.	당사는 [BLANK]로 하여금 본 확약서상의 의무를 준수하도록 하여야 하고, 당사 및/또는 당사의 대리인들이 본 확약서상의 의무를 위반하였을 경우, 당사는 대상회사, 매각주체 또는 그들의 대리인들에게 발생한 모든 손해를 배상할 책임을 부담하여야 합니다. 또한 당사는 당사에 의한 본 확약서상 의무위반의 경우, 금전적인 보상은 충분한 구제수단이 되지 않을 수 있음에 동의하며 다른 구제수단에 추가하여, 위반에 대한 구제수단으로서 매각주체가 구체적인 이행청구 및 본 확약서에 포함된 당사의 실제적 또는 실제화 될 개연성이 큰 잠재적 위반에 대하여 별도의 담보제공 없이 가처분 및 기타 한국법 상의 구제를 구할 권리를 보유함에 동의합니다.",당사의 대리인들
"6.	당사는 당사의 대리인들로 하여금 본 확약서상의 의무를 준수하도록 하여야 하고, 당사 및/또는 [BLANK]이 본 확약서상의 의무를 위반하였을 경우, 당사는 대상회사, 매각주체 또는 그들의 대리인들에게 발생한 모든 손해를 배상할 책임을 부담하여야 합니다. 또한 당사는 당사에 의한 본 확약서상 의무위반의 경우, 금전적인 보상은 충분한 구제수단이 되지 않을 수 있음에 동의하며 다른 구제수단에 추가하여, 위반에 대한 구제수단으로서 매각주체가 구체적인 이행청구 및 본 확약서에 포함된 당사의 실제적 또는 실제화 될 개연성이 큰 잠재적 위반에 대하여 별도의 담보제공 없이 가처분 및 기타 한국법 상의 구제를 구할 권리를 보유함에 동의합니다.",당사의 대리인들
"6.	당사는 당사의 대리인들로 하여금 본 확약서상의 의무를 준수하도록 하여야 하고, 당사 및/또는 당사의 대리인들이 본 확약서상의 의무를 위반하였을 경우, 당사는 [BLANK]에게 발생한 모든 손해를 배상할 책임을 부담하여야 합니다. 또한 당사는 당사에 의한 본 확약서상 의무위반의 경우, 금전적인 보상은 충분한 구제수단이 되지 않을 수 있음에 동의하며 다른 구제수단에 추가하여, 위반에 대한 구제수단으로서 매각주체가 구체적인 이행청구 및 본 확약서에 포함된 당사의 실제적 또는 실제화 될 개연성이 큰 잠재적 위반에 대하여 별도의 담보제공 없이 가처분 및 기타 한국법 상의 구제를 구할 권리를 보유함에 동의합니다.","대상회사, 매각주체 또는 그들의 대리인들"
"6.	당사는 당사의 대리인들로 하여금 본 확약서상의 의무를 준수하도록 하여야 하고, 당사 및/또는 당사의 대리인들이 본 확약서상의 의무를 위반하였을 경우, 당사는 대상회사, 매각주체 또는 그들의 대리인들에게 발생한 모든 손해를 배상할 책임을 부담하여야 합니다. 또한 당사는 당사에 의한 본 확약서상 의무위반의 경우, [BLANK]은 충분한 구제수단이 되지 않을 수 있음에 동의하며 다른 구제수단에 추가하여, 위반에 대한 구제수단으로서 매각주체가 구체적인 이행청구 및 본 확약서에 포함된 당사의 실제적 또는 실제화 될 개연성이 큰 잠재적 위반에 대하여 별도의 담보제공 없이 가처분 및 기타 한국법 상의 구제를 구할 권리를 보유함에 동의합니다.",금전적인 보상
"6.	당사는 당사의 대리인들로 하여금 본 확약서상의 의무를 준수하도록 하여야 하고, 당사 및/또는 당사의 대리인들이 본 확약서상의 의무를 위반하였을 경우, 당사는 대상회사, 매각주체 또는 그들의 대리인들에게 발생한 모든 손해를 배상할 책임을 부담하여야 합니다. 또한 당사는 당사에 의한 본 확약서상 의무위반의 경우, 금전적인 보상은 충분한 구제수단이 되지 않을 수 있음에 동의하며 다른 구제수단에 추가하여, 위반에 대한 구제수단으로서 매각주체가 [BLANK]를 구할 권리를 보유함에 동의합니다.",구체적인 이행청구 및 본 확약서에 포함된 당사의 실제적 또는 실제화 될 개연성이 큰 잠재적 위반에 대하여 별도의 담보제공 없이 가처분 및 기타 한국법 상의 구제
"7.	매각주체는 독자적인 재량에 의하여, 그리고 당사 및/또는 당사의 대리인들에게 어떠한 책임도 부담하지 않고, 언제든지 (i) 본건 거래와 관련한 모든 일정, 내용 등 일체의 절차를 [BLANK]할 수 있으며, (ii) 우선협상대상자를 선정할 수 있고, (iii) 본건 거래와 관련하여 당사나 그 대리인 등이 제시한 제안을 거절하거나 당사 또는 그 대리인 등과의 협의나 협상, 기타 본건 거래 절차를 중단할 수 있음을 인정하고 확인합니다.","정하고, 이를 취소, 철회, 변경 또는 연기"
"7.	매각주체는 독자적인 재량에 의하여, 그리고 당사 및/또는 당사의 대리인들에게 어떠한 책임도 부담하지 않고, 언제든지 (i) 본건 거래와 관련한 모든 일정, 내용 등 일체의 절차를 정하고, 이를 취소, 철회, 변경 또는 연기할 수 있으며, (ii) [BLANK]할 수 있고, (iii) 본건 거래와 관련하여 당사나 그 대리인 등이 제시한 제안을 거절하거나 당사 또는 그 대리인 등과의 협의나 협상, 기타 본건 거래 절차를 중단할 수 있음을 인정하고 확인합니다.",우선협상대상자를 선정
"7.	매각주체는 독자적인 재량에 의하여, 그리고 당사 및/또는 당사의 대리인들에게 어떠한 책임도 부담하지 않고, 언제든지 (i) 본건 거래와 관련한 모든 일정, 내용 등 일체의 절차를 정하고, 이를 취소, 철회, 변경 또는 연기할 수 있으며, (ii) 우선협상대상자를 선정할 수 있고, (iii) 본건 거래와 관련하여 [BLANK]할 수 있음을 인정하고 확인합니다.","당사나 그 대리인 등이 제시한 제안을 거절하거나 당사 또는 그 대리인 등과의 협의나 협상, 기타 본건 거래 절차를 중단"
"8.	[당사는 본건 거래와 관련하여 다른 자(者)를 위한 중개인 또는 다른 자(者)의 대리인으로 행위하지 않으며, 오직 당사의 계산으로만 본건 거래를 고려하고 있음을 매각주체에 대해 진술 및 보장합니다. 당사 및/또는 당사의 대리인들은 [BLANK] 없이 (i) 본건 거래와 관련하여 다른 자(者)와 공동 매수인 또는 공동 투자자로서 행위하거나, (ii) 대상회사의 주식, 자산 또는 대출을 포함하는 어떠한 잠재적인 거래와 관련하여 다른 자(者)와 논의, 협상, 합의, 약정 또는 양해각서 체결(서면 또는 구두를 불문함)을 개시해서는 아니됩니다. 당사 및/또는 당사의 대리인들은 인수금융을 위한 대출기관 또는 잠재적 자금제공자와의 사이에 본건 거래와 관련하여 차입 또는 투자금 조달에 관한 독점적 계약을 체결하여서는 아니됩니다. 잠재적 대출기관 또는 지분 투자기관과 사이에, 해당 대출기관 또는 지분 투자기관이 본건 거래와 관련하여 다른 당사자의 잠재적 대출기관 또는 지분 투자기관이 되는 것을 법상 또는 계약상 직접 또는 간접적으로 어떤 방식으로든 제한, 금지, 자제 기타 저해할 것으로 합리적으로 예상되는 서면 또는 구두의 계약, 약정 또는 기타 합의를 체결하는 것은 독점적 계약으로 간주됩니다].",매각주체의 사전 서면 동의
"8.	[당사는 본건 거래와 관련하여 다른 자(者)를 위한 중개인 또는 다른 자(者)의 대리인으로 행위하지 않으며, 오직 당사의 계산으로만 본건 거래를 고려하고 있음을 매각주체에 대해 진술 및 보장합니다. 당사 및/또는 당사의 대리인들은 매각주체의 사전 서면 동의 없이 (i) 본건 거래와 관련하여 [BLANK]로서 행위하거나, (ii) 대상회사의 주식, 자산 또는 대출을 포함하는 어떠한 잠재적인 거래와 관련하여 다른 자(者)와 논의, 협상, 합의, 약정 또는 양해각서 체결(서면 또는 구두를 불문함)을 개시해서는 아니됩니다. 당사 및/또는 당사의 대리인들은 인수금융을 위한 대출기관 또는 잠재적 자금제공자와의 사이에 본건 거래와 관련하여 차입 또는 투자금 조달에 관한 독점적 계약을 체결하여서는 아니됩니다. 잠재적 대출기관 또는 지분 투자기관과 사이에, 해당 대출기관 또는 지분 투자기관이 본건 거래와 관련하여 다른 당사자의 잠재적 대출기관 또는 지분 투자기관이 되는 것을 법상 또는 계약상 직접 또는 간접적으로 어떤 방식으로든 제한, 금지, 자제 기타 저해할 것으로 합리적으로 예상되는 서면 또는 구두의 계약, 약정 또는 기타 합의를 체결하는 것은 독점적 계약으로 간주됩니다].",다른 자(者)와 공동 매수인 또는 공동 투자자
"8.	[당사는 본건 거래와 관련하여 다른 자(者)를 위한 중개인 또는 다른 자(者)의 대리인으로 행위하지 않으며, 오직 당사의 계산으로만 본건 거래를 고려하고 있음을 매각주체에 대해 진술 및 보장합니다. 당사 및/또는 당사의 대리인들은 매각주체의 사전 서면 동의 없이 (i) 본건 거래와 관련하여 다른 자(者)와 공동 매수인 또는 공동 투자자로서 행위하거나, (ii) 대상회사의 주식, 자산 또는 대출을 포함하는 어떠한 잠재적인 거래와 관련하여 [BLANK]을 개시해서는 아니됩니다. 당사 및/또는 당사의 대리인들은 인수금융을 위한 대출기관 또는 잠재적 자금제공자와의 사이에 본건 거래와 관련하여 차입 또는 투자금 조달에 관한 독점적 계약을 체결하여서는 아니됩니다. 잠재적 대출기관 또는 지분 투자기관과 사이에, 해당 대출기관 또는 지분 투자기관이 본건 거래와 관련하여 다른 당사자의 잠재적 대출기관 또는 지분 투자기관이 되는 것을 법상 또는 계약상 직접 또는 간접적으로 어떤 방식으로든 제한, 금지, 자제 기타 저해할 것으로 합리적으로 예상되는 서면 또는 구두의 계약, 약정 또는 기타 합의를 체결하는 것은 독점적 계약으로 간주됩니다].","다른 자(者)와 논의, 협상, 합의, 약정 또는 양해각서 체결(서면 또는 구두를 불문함)"
"8.	[당사는 본건 거래와 관련하여 다른 자(者)를 위한 중개인 또는 다른 자(者)의 대리인으로 행위하지 않으며, 오직 당사의 계산으로만 본건 거래를 고려하고 있음을 매각주체에 대해 진술 및 보장합니다. 당사 및/또는 당사의 대리인들은 매각주체의 사전 서면 동의 없이 (i) 본건 거래와 관련하여 다른 자(者)와 공동 매수인 또는 공동 투자자로서 행위하거나, (ii) 대상회사의 주식, 자산 또는 대출을 포함하는 어떠한 잠재적인 거래와 관련하여 다른 자(者)와 논의, 협상, 합의, 약정 또는 양해각서 체결(서면 또는 구두를 불문함)을 개시해서는 아니됩니다. 당사 및/또는 당사의 대리인들은 [BLANK]하여서는 아니됩니다. 잠재적 대출기관 또는 지분 투자기관과 사이에, 해당 대출기관 또는 지분 투자기관이 본건 거래와 관련하여 다른 당사자의 잠재적 대출기관 또는 지분 투자기관이 되는 것을 법상 또는 계약상 직접 또는 간접적으로 어떤 방식으로든 제한, 금지, 자제 기타 저해할 것으로 합리적으로 예상되는 서면 또는 구두의 계약, 약정 또는 기타 합의를 체결하는 것은 독점적 계약으로 간주됩니다].",인수금융을 위한 대출기관 또는 잠재적 자금제공자와의 사이에 본건 거래와 관련하여 차입 또는 투자금 조달에 관한 독점적 계약을 체결
"9.	본 확약서에서 달리 정하지 않는 한, 본 확약서에 따른 당사의 의무는 [BLANK]로부터 2년 동안 효력을 가집니다.",본 확약서 체결 및 매각주체에 대한 제출일
"9.	본 확약서에서 달리 정하지 않는 한, 본 확약서에 따른 당사의 의무는 본 확약서 체결 및 매각주체에 대한 제출일로부터 [BLANK] 동안 효력을 가집니다.",2년
"10.	본건 거래에 여하한 방식 ([BLANK]를 포함하되 이에 한정하지 않음)으로 매각주체나 대상회사의 계열회사가 관여하거나 비밀 정보에 매각주체나 대상회사의 계열회사에 관한 정보가 포함된 경우, 당사는 본 확약서의 목적상 당사가 부담하는 여하한 의무를 해당 계열회사에 대해서도 동일하게 부담하며, 해당 계열회사는 당사의 본 확약서 위반으로 인하여 발생한 여하한 손해에 대하여 손해배상청구권 기타 여하한 권리를 매각주체와 동일하게 보유하는 것에 동의합니다.",비밀 정보를 제공하는 경우
"10.	본건 거래에 여하한 방식 (비밀 정보를 제공하는 경우를 포함하되 이에 한정하지 않음)으로 [BLANK]가 관여하거나 비밀 정보에 매각주체나 대상회사의 계열회사에 관한 정보가 포함된 경우, 당사는 본 확약서의 목적상 당사가 부담하는 여하한 의무를 해당 계열회사에 대해서도 동일하게 부담하며, 해당 계열회사는 당사의 본 확약서 위반으로 인하여 발생한 여하한 손해에 대하여 손해배상청구권 기타 여하한 권리를 매각주체와 동일하게 보유하는 것에 동의합니다.",매각주체나 대상회사의 계열회사
"10.	본건 거래에 여하한 방식 (비밀 정보를 제공하는 경우를 포함하되 이에 한정하지 않음)으로 매각주체나 대상회사의 계열회사가 관여하거나 비밀 정보에 [BLANK]에 관한 정보가 포함된 경우, 당사는 본 확약서의 목적상 당사가 부담하는 여하한 의무를 해당 계열회사에 대해서도 동일하게 부담하며, 해당 계열회사는 당사의 본 확약서 위반으로 인하여 발생한 여하한 손해에 대하여 손해배상청구권 기타 여하한 권리를 매각주체와 동일하게 보유하는 것에 동의합니다.",매각주체나 대상회사의 계열회사
"10.	본건 거래에 여하한 방식 (비밀 정보를 제공하는 경우를 포함하되 이에 한정하지 않음)으로 매각주체나 대상회사의 계열회사가 관여하거나 비밀 정보에 매각주체나 대상회사의 계열회사에 관한 정보가 포함된 경우, 당사는 본 확약서의 목적상 당사가 부담하는 여하한 의무를 해당 [BLANK]에 대해서도 동일하게 부담하며, 해당 계열회사는 당사의 본 확약서 위반으로 인하여 발생한 여하한 손해에 대하여 손해배상청구권 기타 여하한 권리를 매각주체와 동일하게 보유하는 것에 동의합니다.",계열회사
"10.	본건 거래에 여하한 방식 (비밀 정보를 제공하는 경우를 포함하되 이에 한정하지 않음)으로 매각주체나 대상회사의 계열회사가 관여하거나 비밀 정보에 매각주체나 대상회사의 계열회사에 관한 정보가 포함된 경우, 당사는 본 확약서의 목적상 당사가 부담하는 여하한 의무를 해당 계열회사에 대해서도 동일하게 부담하며, 해당 [BLANK]는 당사의 본 확약서 위반으로 인하여 발생한 여하한 손해에 대하여 손해배상청구권 기타 여하한 권리를 매각주체와 동일하게 보유하는 것에 동의합니다.",계열회사
"10.	본건 거래에 여하한 방식 (비밀 정보를 제공하는 경우를 포함하되 이에 한정하지 않음)으로 매각주체나 대상회사의 계열회사가 관여하거나 비밀 정보에 매각주체나 대상회사의 계열회사에 관한 정보가 포함된 경우, 당사는 본 확약서의 목적상 당사가 부담하는 여하한 의무를 해당 계열회사에 대해서도 동일하게 부담하며, 해당 계열회사는 당사의 본 확약서 위반으로 인하여 발생한 여하한 손해에 대하여 [BLANK]하는 것에 동의합니다.",손해배상청구권 기타 여하한 권리를 매각주체와 동일하게 보유
"11.	[BLANK]가 없는 이상 본 확약서의 내용은 수정될 수 없고, 본 확약서상 권리자가 그 권리의 행사를 지연하거나 행사하지 않거나, 부분적으로 행사하는 것에 의하여 당해 권리자가 권리를 포기한 것으로 간주되지 않으며, 다른 권리를 행사하는데 있어서도 영향을 받지 않습니다. 만약 본 확약서상 일부 조항이 무효 또는 집행 불가능한 것으로 판명되는 경우 이는 나머지 조항의 유효성이나 집행 가능성에 영향을 미치지 아니하며, 그러한 나머지 조항들은 계속 유효하게 존속합니다. 당사는 본 확약서에 명시된 의도를 명확히 하기 위하여, 대상회사가 제3의 수익자 지위에서 본 확약서 조항들에 따른 보호를 받는 것이 적절하다는 점을 인정하고 이에 동의합니다.",당사와 매각주체 사이에 합의
"11.	당사와 매각주체 사이에 합의가 없는 이상 [BLANK]은 수정될 수 없고, 본 확약서상 권리자가 그 권리의 행사를 지연하거나 행사하지 않거나, 부분적으로 행사하는 것에 의하여 당해 권리자가 권리를 포기한 것으로 간주되지 않으며, 다른 권리를 행사하는데 있어서도 영향을 받지 않습니다. 만약 본 확약서상 일부 조항이 무효 또는 집행 불가능한 것으로 판명되는 경우 이는 나머지 조항의 유효성이나 집행 가능성에 영향을 미치지 아니하며, 그러한 나머지 조항들은 계속 유효하게 존속합니다. 당사는 본 확약서에 명시된 의도를 명확히 하기 위하여, 대상회사가 제3의 수익자 지위에서 본 확약서 조항들에 따른 보호를 받는 것이 적절하다는 점을 인정하고 이에 동의합니다.",본 확약서의 내용
"11.	당사와 매각주체 사이에 합의가 없는 이상 본 확약서의 내용은 수정될 수 없고, 본 확약서상 권리자가 그 권리의 행사를 지연하거나 행사하지 않거나, 부분적으로 행사하는 것에 의하여 당해 권리자가 [BLANK]되지 않으며, 다른 권리를 행사하는데 있어서도 영향을 받지 않습니다. 만약 본 확약서상 일부 조항이 무효 또는 집행 불가능한 것으로 판명되는 경우 이는 나머지 조항의 유효성이나 집행 가능성에 영향을 미치지 아니하며, 그러한 나머지 조항들은 계속 유효하게 존속합니다. 당사는 본 확약서에 명시된 의도를 명확히 하기 위하여, 대상회사가 제3의 수익자 지위에서 본 확약서 조항들에 따른 보호를 받는 것이 적절하다는 점을 인정하고 이에 동의합니다.",권리를 포기한 것으로 간주
"11.	당사와 매각주체 사이에 합의가 없는 이상 본 확약서의 내용은 수정될 수 없고, 본 확약서상 권리자가 그 권리의 행사를 지연하거나 행사하지 않거나, 부분적으로 행사하는 것에 의하여 당해 권리자가 권리를 포기한 것으로 간주되지 않으며, 다른 권리를 행사하는데 있어서도 영향을 받지 않습니다. 만약 본 확약서상 일부 조항이 [BLANK]되는 경우 이는 나머지 조항의 유효성이나 집행 가능성에 영향을 미치지 아니하며, 그러한 나머지 조항들은 계속 유효하게 존속합니다. 당사는 본 확약서에 명시된 의도를 명확히 하기 위하여, 대상회사가 제3의 수익자 지위에서 본 확약서 조항들에 따른 보호를 받는 것이 적절하다는 점을 인정하고 이에 동의합니다.",무효 또는 집행 불가능한 것으로 판명
